Id,KeyValue,Priority,Status,Tags,Resource,Attempt,Loaded,LastUpdated,Deferred,Locked,Completed,Worktime,Exception,ExceptionReason
77e60956-dbea-45df-9fd5-7ba52a0dc18d,da0fc34f-ea94-4a8e-bb0e-0b818c4d02ef,1,Loan Opened,,P-AZC-Elroy28,1,7/8/2024 10:06:00 PM,7/8/2024 10:06:00 PM,,7/8/2024 10:20:40 PM,,0,,
8f736ca3-b1d3-4639-8bc3-d1b216453340,6f730e71-cfd7-426b-abe8-87aa3d97114a,1,Loan Opened,,P-AZC-Elroy29,1,7/8/2024 10:06:00 PM,7/8/2024 10:06:00 PM,,7/8/2024 10:20:26 PM,,0,,
e9dbdabe-e65e-4a59-834e-1f26608bbb0d,e3dbcfb5-8e8b-4b8a-b176-4170c2bdad7e,1,Complete,Docs Added,P-AZC-Elroy29,1,7/8/2024 9:56:34 PM,7/8/2024 10:20:26 PM,,,7/8/2024 10:20:26 PM,141,,
cb6ba89b-86cf-4f41-a8c7-074729b7a9d8,dafc43dd-1898-4035-854a-06e9a4a505f9,1,Loan Opened,,P-AZC-Elroy30,1,7/8/2024 10:06:00 PM,7/8/2024 10:06:00 PM,,7/8/2024 10:20:26 PM,,0,,
6be5d774-7b80-4487-b486-209f2b2b25b2,4a4cfca5-4393-4c5e-96c4-7bd2b15b6117,1,Complete,Docs Added,P-AZC-Elroy28,1,7/8/2024 9:56:34 PM,7/8/2024 10:20:24 PM,,,7/8/2024 10:20:24 PM,121,,
57444d41-0ea5-4d2e-aac1-94387613c15e,51c09a4c-fe2f-4f70-bb3b-14f5eb70487f,1,Complete,Docs Added,P-AZC-Elroy30,1,7/8/2024 9:56:34 PM,7/8/2024 10:19:55 PM,,,7/8/2024 10:19:55 PM,150,,
b33dae98-527a-4da4-a9eb-ed3a879b4fb9,c7e2b713-a91c-4de5-b2df-9f8a606eb05b,1,Loan Saved,,P-AZC-Elroy27,1,7/8/2024 9:56:35 PM,7/8/2024 9:56:35 PM,,7/8/2024 10:19:46 PM,,0,,
de568e83-3fe9-447d-95cd-a99866e9deed,58d0c377-8b48-48b6-940f-ef1fe0950e4b,1,Complete,Docs Added,P-AZC-Elroy27,1,7/8/2024 9:56:34 PM,7/8/2024 10:19:45 PM,,,7/8/2024 10:19:45 PM,172,,
7248335c-e5a1-4571-8a13-6fcb912421ea,ffd94a08-3b94-4d3a-a11e-bce3597af19a,1,Loan Saved,,P-AZC-Elroy26,1,7/8/2024 9:56:35 PM,7/8/2024 9:56:35 PM,,7/8/2024 10:19:45 PM,,0,,
c80a60b1-2da9-4416-b1ab-94a323ee58f8,e56a4cd9-49d4-4953-ad6c-6dfb28d94511,1,Complete,Docs Added,P-AZC-Elroy26,1,7/8/2024 9:56:34 PM,7/8/2024 10:19:45 PM,,,7/8/2024 10:19:45 PM,123,,
7ffd72a0-4b73-471e-9670-ec33ea08f5bb,bc5a4717-d96a-48db-b5bc-c9eed5c19b99,1,Complete,Docs Added,P-AZC-Elroy28,1,7/8/2024 9:46:24 PM,7/8/2024 10:18:07 PM,,,7/8/2024 10:18:07 PM,138,,
7a947df6-dc0d-43fe-bf6a-f30ae356b46f,10e8ce2b-82ae-4954-b4f9-c11a34d85ae5,1,Complete,Docs Added,P-AZC-Elroy29,1,7/8/2024 9:46:24 PM,7/8/2024 10:18:05 PM,,,7/8/2024 10:18:05 PM,123,,
58f79c10-de96-4fba-95a9-01e604b8c525,9f8d0300-2ec8-4010-b53e-82d4205f41da,1,Complete,Docs Added,P-AZC-Elroy26,1,7/8/2024 9:46:24 PM,7/8/2024 10:17:42 PM,,,7/8/2024 10:17:42 PM,144,,
a91fe875-1c48-423b-8dce-75746c62ce66,94b2771d-15d6-409f-ad5f-03e23fa91dce,1,Complete,Docs Added,P-AZC-Elroy30,1,7/8/2024 9:46:24 PM,7/8/2024 10:17:24 PM,,,7/8/2024 10:17:24 PM,135,,
